Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chrUn_NW_021819108v1	326584	329711	-	CUNH11orf95	326584	protein_coding
chrUn_NW_021819108v1	335384	345336	+	MARK2	335384	
chrUn_NW_021819108v1	346842	351236	-	LOC110478851	346842	protein_coding
chrUn_NW_021819108v1	352698	358315	+	NAA40	352698	protein_coding
chrUn_NW_021819108v1	358691	359141	+	LOC110478823	358691	lncRNA
chrUn_NW_021819108v1	359805	365513	+	STX5	359805	
chrUn_NW_021819108v1	365664	379553	+	NXF1	365664	protein_coding
chrUn_NW_021819108v1	379782	384676	+	TMEM223	379782	
chrUn_NW_021819108v1	385249	408712	+	HNRNPUL2	385249	protein_coding
chrUn_NW_021819108v1	411426	413578	-	GNG3	411426	protein_coding
chrUn_NW_021819108v1	417917	430709	-	LOC110467587	417917	protein_coding
chrUn_NW_021819108v1	439406	441322	-	LOC110480990	439406	protein_coding
chrUn_NW_021819108v1	443808	448720	+	INTS5	443808	protein_coding
chrUn_NW_021819108v1	449321	459647	+	POLR2G	449321	
chrUn_NW_021819108v1	459900	478425	+	EEF1G	459900	protein_coding
chrUn_NW_021819108v1	501068	521780	+	AHNAK	501068	protein_coding
chrUn_NW_021819108v1	524757	526245	-	B4GAT1	524757	protein_coding
chrUn_NW_021819108v1	540351	541819	-	MRPL11	540351	protein_coding
chrUn_NW_021819108v1	549635	552133	+	LOC116184681	549635	protein_coding
chrUn_NW_021819108v1	552272	556033	-	LOC110480985	552272	protein_coding
chrUn_NW_021819108v1	560953	561331	+	LOC110480997	560953	lncRNA
chrUn_NW_021819108v1	563310	565450	-	ARL2	563310	protein_coding
chrUn_NW_021819108v1	582402	583238	+	LOC110480993	582402	lncRNA
chrUn_NW_021819108v1	596731	604356	+	FIBP	596731	
chrUn_NW_021819108v1	604627	611261	+	LOC110480995	604627	protein_coding
chrUn_NW_021819108v1	611416	615365	-	ZFPL1	611416	protein_coding
chrUn_NW_021819108v1	616243	617485	+	LOC110480992	616243	lncRNA
chrUn_NW_021819108v1	619447	621965	+	LOC116184685	619447	protein_coding
chrUn_NW_021819108v1	622144	623939	-	ZNHIT2	622144	protein_coding
chrUn_NW_021819206v1	4	29201	+	LOC110483426	4	protein_coding
chrUn_NW_021819206v1	34609	38063	+	LOC110483428	34609	lncRNA
chrUn_NW_021819206v1	53447	55061	+	LOC110483429	53447	lncRNA
chrUn_NW_021819511v1	1103	3423	+	LOC110468602	1103	protein_coding
chrUn_NW_021820009v1	12780	13186	+	LOC110479537	12780	lncRNA
chrUn_NW_021818563v1	24	671	-	HSPB1	24	protein_coding
chrUn_NW_021819681v1	78	3239	+	LOC110469551	78	lncRNA
chrUn_NW_021819281v1	6295	13731	+	OTUB1	6295	protein_coding
chrUn_NW_021819281v1	20317	23567	+	LOC110484388	20317	protein_coding
chrUn_NW_021819281v1	39962	41817	+	LOC116184770	39962	lncRNA
chrUn_NW_021819819v1	58	2180	+	LOC110469976	58	protein_coding
chrUn_NW_021819200v1	237	2910	-	LOC110483349	237	protein_coding
chrUn_NW_021819200v1	3154	27556	-	LOC110483350	3154	
chrUn_NW_021819200v1	11772	13398	-	LOC116184750	11772	lncRNA
chrUn_NW_021819200v1	55997	66305	-	LOC110483351	55997	protein_coding
chrUn_NW_021819125v1	20931	60445	-	NEURL4	20931	protein_coding
chrUn_NW_021819125v1	77804	79685	+	LOC110480319	77804	lncRNA
chrUn_NW_021819125v1	97353	101176	+	LOC110480318	97353	protein_coding
chrUn_NW_021819125v1	105287	126041	+	TP53	105287	protein_coding
chrUn_NW_021819125v1	126049	127753	+	LOC110480308	126049	lncRNA
chrUn_NW_021819125v1	131247	140898	-	ATP1B2	131247	protein_coding
chrUn_NW_021819125v1	163373	176091	+	LOC110480313	163373	protein_coding
chrUn_NW_021819125v1	180805	189762	-	ZBTB4	180805	
chrUn_NW_021819125v1	198338	235194	+	POLR2A	198338	
chrUn_NW_021819125v1	236077	247146	+	WRAP53	236077	protein_coding
chrUn_NW_021819125v1	250049	253939	+	EFNB3	250049	protein_coding
chrUn_NW_021819125v1	280807	310926	+	KDM6B	280807	
chrUn_NW_021819125v1	312637	377274	+	CHD3	312637	
chrUn_NW_021819125v1	377537	400568	-	LOC110481214	377537	protein_coding
chrUn_NW_021819125v1	401415	407481	+	MPDU1	401415	
chrUn_NW_021819125v1	407185	454681	-	LOC110481216	407185	
chrUn_NW_021819231v1	22	15233	-	LOC110483680	22	protein_coding
chrUn_NW_021819231v1	13204	22691	-	LOC116183112	13204	protein_coding
chrUn_NW_021819231v1	30090	43421	+	LOC110483681	30090	protein_coding
chrUn_NW_021819194v1	27686	45632	-	LOC110483201	27686	protein_coding
chrUn_NW_021819730v1	13	767	+	LOC116184792	13	protein_coding
chrUn_NW_021819734v1	234	2420	+	LOC110469673	234	protein_coding
chrUn_NW_021820213v1	56	1496	-	LOC110471444	56	protein_coding
chrUn_NW_021819276v1	232	1029	+	LOC110484331	232	lncRNA
chrUn_NW_021819276v1	2954	24708	+	LOC110484330	2954	protein_coding
chrUn_NW_021819276v1	25964	31133	+	LOC110484332	25964	protein_coding
chrUn_NW_021819791v1	509	3064	+	LOC110469840	509	protein_coding
chrUn_NW_021819264v1	4	44207	-	LOC110484129	4	protein_coding
chrUn_NW_021819175v1	6	52959	-	LOC110482801	6	protein_coding
chrUn_NW_021819175v1	56585	80922	-	PPP4C	56585	protein_coding
chrUn_NW_021819135v1	290	2141	+	LOC116184715	290	lncRNA
chrUn_NW_021819135v1	26757	46310	+	COPS6	26757	
chrUn_NW_021819135v1	47612	108899	-	MCM7	47612	protein_coding
chrUn_NW_021819135v1	109557	144231	+	AP4M1	109557	protein_coding
chrUn_NW_021819135v1	270322	312867	-	LOC110481553	270322	protein_coding
chrUn_NW_021819135v1	314591	353206	-	SENP3	314591	protein_coding
chrUn_NW_021819197v1	9720	54896	-	LOC110483330	9720	protein_coding
chrUn_NW_021819197v1	55409	56111	+	LOC110483331	55409	protein_coding
chrUn_NW_021819137v1	42	6746	-	MBD1	42	protein_coding
chrUn_NW_021819137v1	6944	24860	-	CXXC1	6944	protein_coding
chrUn_NW_021819137v1	36091	39782	-	MON1B	36091	protein_coding
chrUn_NW_021819137v1	41579	45995	-	LOC110481727	41579	protein_coding
chrUn_NW_021819137v1	49125	72242	-	UBA1	49125	protein_coding
chrUn_NW_021819137v1	73237	74909	-	NDUFB11	73237	protein_coding
chrUn_NW_021819137v1	75158	126911	+	LOC110481729	75158	
chrUn_NW_021819137v1	131836	150164	+	LOC110481730	131836	
chrUn_NW_021819798v1	283	9819	-	LOC110477353	283	protein_coding
chrUn_NW_021819230v1	3319	23088	-	LOC110483678	3319	protein_coding
chrUn_NW_021819421v1	9	3644	-	BLVRB	9	protein_coding
chrUn_NW_021819099v1	16409	17747	-	LOC110467588	16409	protein_coding
chrUn_NW_021818944v1	28910	65083	-	SYCP1	28910	protein_coding
chrUn_NW_021818944v1	94130	100706	-	LOC110481230	94130	
chrUn_NW_021818944v1	102760	109662	+	LOC110481231	102760	protein_coding
chrUn_NW_021818944v1	113965	141106	+	LOC110481232	113965	protein_coding
chrUn_NW_021818944v1	143514	150218	-	LOC110481227	143514	lncRNA
chrUn_NW_021818944v1	144311	144394	-	LOC116184666	144311	snoRNA
chrUn_NW_021818944v1	145744	145821	-	LOC116184671	145744	snoRNA
chrUn_NW_021818944v1	148687	148770	-	LOC116184668	148687	snoRNA
chrUn_NW_021818944v1	150550	150627	-	LOC116184667	150550	snoRNA
chrUn_NW_021818944v1	152986	153907	-	LOC110481234	152986	lncRNA
chrUn_NW_021818944v1	153425	153508	-	LOC116184669	153425	snoRNA
chrUn_NW_021818944v1	156391	166218	+	LOC110481226	156391	protein_coding
chrUn_NW_021818944v1	167896	170570	+	LOC110481229	167896	lncRNA
chrUn_NW_021818944v1	168330	168413	+	LOC116184670	168330	snoRNA
chrUn_NW_021818944v1	170933	172198	-	LOC110481233	170933	protein_coding
chrUn_NW_021818944v1	188943	202162	+	QPRT	188943	
chrUn_NW_021818944v1	227722	252725	+	LOC110483670	227722	
chrUn_NW_021818944v1	232323	243925	-	LOC110469866	232323	
chrUn_NW_021818944v1	236863	239270	+	LOC116184661	236863	lncRNA
chrUn_NW_021818944v1	237602	240008	-	LOC116184662	237602	lncRNA
chrUn_NW_021818944v1	252813	256797	-	LOC110482554	252813	protein_coding
chrUn_NW_021818944v1	280761	281161	+	LOC116184663	280761	lncRNA
chrUn_NW_021818944v1	315822	316820	-	LOC110482556	315822	protein_coding
chrUn_NW_021818944v1	428679	434489	+	LOC110480303	428679	lncRNA
chrUn_NW_021818944v1	485550	509218	-	LOC110480304	485550	protein_coding
chrUn_NW_021818944v1	555115	557580	-	LOC110480305	555115	lncRNA
chrUn_NW_021818944v1	598062	606991	-	LOC110480307	598062	protein_coding
chrUn_NW_021819898v1	9279	11482	+	LOC110478305	9279	lncRNA
chrUn_NW_021819898v1	13544	16307	-	LOC110478299	13544	
chrUn_NW_021819234v1	11705	13663	+	LOC110483728	11705	lncRNA
chrUn_NW_021819152v1	465	7547	+	LOC116184728	465	protein_coding
chrUn_NW_021819152v1	13209	64920	+	LOC110482101	13209	
chrUn_NW_021819152v1	67915	74414	-	TRAPPC1	67915	protein_coding
chrUn_NW_021819152v1	80769	82136	-	LOC110482104	80769	lncRNA
chrUn_NW_021819152v1	89947	129318	+	LOC110482103	89947	protein_coding
chrUn_NW_021820110v1	369	762	-	LOC110471141	369	protein_coding
chrUn_NW_021819160v1	16457	17883	+	LOC110482410	16457	protein_coding
chrUn_NW_021819160v1	28835	30221	-	LOC116184731	28835	protein_coding
chrUn_NW_021819160v1	35665	46370	-	MAF1	35665	
chrUn_NW_021819160v1	49447	56896	+	SHARPIN	49447	protein_coding
chrUn_NW_021819160v1	64594	76527	-	LOC110482413	64594	protein_coding
chrUn_NW_021819160v1	77101	86682	-	GPAA1	77101	protein_coding
chrUn_NW_021818530v1	7	1322	+	LOC110472789	7	protein_coding
chrUn_NW_021818679v1	4913	18598	-	LOC110473874	4913	protein_coding
chrUn_NW_021819436v1	1092	9931	-	LOC110474989	1092	
chrUn_NW_021818580v1	648	11035	-	LOC110483158	648	protein_coding
chrUn_NW_021820021v1	1048	1731	+	LOC110470748	1048	protein_coding
chrUn_NW_021819326v1	6714	11060	+	LOC110484630	6714	
chrUn_NW_021819889v1	22	2172	+	LOC110470293	22	protein_coding
chrUn_NW_021818379v1	265	1448	+	LOC110472287	265	protein_coding
chrUn_NW_021820008v1	80	1959	+	LOC110470725	80	protein_coding
chrUn_NW_021819622v1	23	902	-	LOC110476320	23	lncRNA
chrUn_NW_021819622v1	6003	7330	+	CD79A	6003	protein_coding
chrUn_NW_021819117v1	20224	64413	-	PRR12	20224	protein_coding
chrUn_NW_021819117v1	66196	77151	+	NOSIP	66196	protein_coding
chrUn_NW_021819117v1	129332	130077	-	LOC110480667	129332	protein_coding
chrUn_NW_021819117v1	137998	213403	+	LOC110480668	137998	protein_coding
chrUn_NW_021819117v1	213470	217791	+	LOC116184698	213470	
chrUn_NW_021819248v1	2445	10637	+	LOC110483889	2445	protein_coding
chrUn_NW_021819248v1	11162	28422	-	LOC110483890	11162	protein_coding
chrUn_NW_021819815v1	1021	2818	-	LOC110469974	1021	lncRNA
chrUn_NW_021820086v1	11431	12819	-	LOC116184801	11431	protein_coding
chrUn_NW_021819443v1	5558	6133	-	LOC116184783	5558	protein_coding
chrUn_NW_021818535v1	6303	9089	+	LOC110482735	6303	protein_coding
chrUn_NW_021819294v1	7174	29347	+	PSMC4	7174	protein_coding
chrUn_NW_021819679v1	462	1303	+	LOC116184791	462	lncRNA
chrUn_NW_021819171v1	33234	81019	+	PRMT5	33234	protein_coding
chr4A	2772	5414	-	LOC110476867	2772	lncRNA
chr4A	19345	20119	+	LOC116183631	19345	lncRNA
chr4A	23195	30412	+	BRS3	23195	
chr4A	33854	48576	+	HTATSF1	33854	protein_coding
chr4A	53302	57593	+	VGLL1	53302	protein_coding
chr4A	73820	83747	+	CD40LG	73820	
chr4A	80270	122922	-	ARHGEF6	80270	
chr4A	122939	141307	-	RBMX	122939	
chr4A	139499	139570	-	LOC116183665	139499	snoRNA
chr4A	144405	169336	+	LOC110476874	144405	protein_coding
chr4A	280386	283632	+	ZIC3	280386	protein_coding
chr4A	348389	354716	+	LOC110476875	348389	lncRNA
chr4A	354744	469279	+	LOC110476876	354744	lncRNA
chr4A	469785	666007	-	FGF13	469785	protein_coding
chr4A	700955	711468	+	F9	700955	protein_coding
chr4A	712221	717934	-	LOC110482932	712221	lncRNA
chr4A	718214	745998	+	MCF2	718214	
chr4A	746728	789124	-	LOC110469612	746728	protein_coding
chr4A	792683	837219	-	ATP11C	792683	
chr4A	856162	860770	-	ARL13A	856162	protein_coding
chr4A	868613	874387	+	XKRX	868613	protein_coding
chr4A	875207	880112	+	NOX1	875207	protein_coding
chr4A	880747	887701	-	CSTF2	880747	protein_coding
chr4A	887925	891305	+	TRMT12	887925	protein_coding
chr4A	892109	899121	+	SYTL4	892109	protein_coding
chr4A	900050	905068	-	SRPX2	900050	protein_coding
chr4A	906511	911874	+	TSPAN6	906511	
chr4A	914624	922832	-	TNMD	914624	protein_coding
chr4A	947148	1008995	+	PCDH19	947148	
chr4A	1426819	1428910	-	LOC110469603	1426819	lncRNA
chr4A	1561845	1731694	-	DIAPH2	1561845	protein_coding
chr4A	1780535	1809024	+	LOC110469602	1780535	lncRNA
chr4A	1820671	1825051	+	LOC110469601	1820671	lncRNA
chr4A	1825070	1841750	+	LOC110469600	1825070	lncRNA
chr4A	2273226	2683637	-	PCDH11X	2273226	protein_coding
chr4A	2629083	2643583	-	LOC116183642	2629083	lncRNA
chr4A	2694253	2738699	-	LOC110482647	2694253	protein_coding
chr4A	3663340	3700536	-	KLHL4	3663340	protein_coding
chr4A	3734619	3844378	+	LOC110471132	3734619	lncRNA
chr4A	3790117	3836641	+	LOC116183643	3790117	lncRNA
chr4A	3848700	4096559	-	DACH2	3848700	protein_coding
chr4A	4114667	4172753	+	CHM	4114667	
chr4A	4207045	4223987	+	POF1B	4207045	
chr4A	4226816	4247095	-	ZNF711	4226816	protein_coding
chr4A	4251903	4271508	-	APOOL	4251903	
chr4A	4272254	4456031	-	LOC110471139	4272254	protein_coding
chr4A	4475246	4514753	+	HDX	4475246	
chr4A	4531391	4569339	+	RPS6KA6	4531391	
chr4A	4597939	4607138	-	POU3F4	4597939	
chr4A	4607694	4684427	+	LOC110477800	4607694	lncRNA
chr4A	4611390	4612308	+	LOC110477803	4611390	lncRNA
chr4A	4685616	4693014	+	LOC110477801	4685616	lncRNA
chr4A	4700516	4749152	+	LOC110477807	4700516	lncRNA
chr4A	4778223	4835561	+	LOC116183645	4778223	lncRNA
chr4A	4824932	4861305	-	LOC110477799	4824932	
chr4A	4868641	4893419	-	LOC110474361	4868641	protein_coding
chr4A	4901319	4902242	-	LOC110474376	4901319	protein_coding
chr4A	4907920	4937820	-	SH3BGRL	4907920	protein_coding
chr4A	4947156	4955261	+	HMGN5	4947156	protein_coding
chr4A	4959789	4975140	-	LOC110474364	4959789	lncRNA
chr4A	4974568	5024588	+	BRWD3	4974568	
chr4A	5055283	5073368	-	TENT5D	5055283	
chr4A	5087529	5096607	+	CHMP1B	5087529	protein_coding
chr4A	5114378	5119747	-	TBX22	5114378	protein_coding
chr4A	5158566	5169330	+	ITM2A	5158566	protein_coding
chr4A	5178823	5179987	-	GPR174	5178823	protein_coding
chr4A	5190772	5195190	-	LOC110474378	5190772	protein_coding
chr4A	5200963	5207451	-	LOC110474352	5200963	protein_coding
chr4A	5231014	5248366	-	LPAR4	5231014	
chr4A	5296067	5297224	+	CYSLTR1	5296067	protein_coding
chr4A	5313464	5352533	+	LOC110474371	5313464	protein_coding
chr4A	5355718	5359714	+	LOC110474354	5355718	protein_coding
chr4A	5360443	5378636	-	KIF4A	5360443	protein_coding
chr4A	5378920	5381550	+	PDZD11	5378920	protein_coding
chr4A	5383127	5399888	-	RAB41	5383127	protein_coding
chr4A	5401922	5407996	-	ARR3	5401922	protein_coding
chr4A	5413285	5421187	+	LOC110474379	5413285	protein_coding
chr4A	5422081	5426889	+	P2RY4	5422081	protein_coding
chr4A	5428112	5432453	-	LOC110474359	5428112	protein_coding
chr4A	5433536	5438948	-	IGBP1	5433536	protein_coding
chr4A	5443785	5447086	-	LOC110474380	5443785	protein_coding
chr4A	5453892	5456640	-	LOC110474381	5453892	protein_coding
chr4A	5460292	5522731	-	EDA	5460292	protein_coding
chr4A	5541195	5560426	-	FAM155B	5541195	protein_coding
chr4A	5612549	5660843	+	EFNB1	5612549	
chr4A	5629683	5633012	-	LOC116183646	5629683	lncRNA
chr4A	6127242	6168023	-	STARD8	6127242	
chr4A	6178032	6184885	-	YIPF6	6178032	
chr4A	6185250	6243109	+	OPHN1	6185250	
chr4A	6236728	6277955	-	AR	6236728	
chr4A	6323760	6336814	+	EDA2R	6323760	
chr4A	6345129	6346231	-	LOC110480495	6345129	lncRNA
chr4A	6346560	6352315	-	LOC110480467	6346560	protein_coding
chr4A	6364828	6385956	-	LOC110480452	6364828	
chr4A	6401814	6424506	-	HEPH	6401814	protein_coding
chr4A	6424997	6440632	+	LOC110480451	6424997	protein_coding
chr4A	6443861	6451242	+	VSIG4	6443861	protein_coding
chr4A	6464018	6465174	+	LOC110480470	6464018	lncRNA
chr4A	6498262	6528270	+	LOC110480485	6498262	protein_coding
chr4A	6531764	6533827	-	LOC110480482	6531764	protein_coding
chr4A	6539850	6580906	-	MSN	6539850	protein_coding
chr4A	6601004	6615379	+	LAS1L	6601004	
chr4A	6615387	6639782	-	ZC3H12B	6615387	protein_coding
chr4A	6641463	6656857	+	ZC4H2	6641463	protein_coding
chr4A	6672811	6715235	+	MAP7D3	6672811	protein_coding
chr4A	6715960	6744710	-	FHL1	6715960	protein_coding
chr4A	6758238	6781623	-	SLC9A6	6758238	protein_coding
chr4A	6782589	6787209	+	MMGT1	6782589	protein_coding
chr4A	6796901	6836261	-	LOC110480499	6796901	protein_coding
chr4A	6857182	6877542	+	MOSPD1	6857182	
chr4A	6877022	6893202	-	LOC110480474	6877022	
chr4A	6896648	6920233	+	FAM122B	6896648	
chr4A	6904838	6904981	+	LOC116183662	6904838	snoRNA
chr4A	6949427	6958845	+	LOC110480441	6949427	lncRNA
chr4A	6960068	6978789	-	HPRT1	6960068	
chr4A	6982619	7016024	-	PHF6	6982619	
chr4A	7069707	7214583	+	GPC3	7069707	
chr4A	7226582	7293716	+	GPC4	7226582	protein_coding
chr4A	7382490	7509777	+	HS6ST2	7382490	protein_coding
chr4A	7531100	7620984	+	MBNL3	7531100	
chr4A	7629808	7634347	-	LOC116183633	7629808	lncRNA
chr4A	7634420	7644213	+	RAP2C	7634420	protein_coding
chr4A	7653683	7664766	+	FRMD7	7653683	protein_coding
chr4A	7667327	7697864	-	STK26	7667327	
chr4A	7760132	7809796	+	PLS3	7760132	protein_coding
chr4A	7812505	7813779	-	LOC110480464	7812505	protein_coding
chr4A	7821757	7824763	+	AGTR2	7821757	protein_coding
chr4A	7856608	7871765	+	SLC6A14	7856608	protein_coding
chr4A	7888212	7939814	+	LOC116183634	7888212	lncRNA
chr4A	8029936	8109776	-	KLHL13	8029936	protein_coding
chr4A	8141380	8163725	+	WDR44	8141380	protein_coding
chr4A	8172892	8248750	+	DOCK11	8172892	protein_coding
chr4A	8252898	8271299	+	IL13RA1	8252898	protein_coding
chr4A	8278738	8299450	-	RADX	8278738	protein_coding
chr4A	8303637	8394431	-	NRK	8303637	
chr4A	8410306	8755066	-	IL1RAPL2	8410306	
chr4A	8806913	8826667	+	LOC110480458	8806913	protein_coding
chr4A	8841239	8844519	-	LOC116183635	8841239	lncRNA
chr4A	8845167	8859317	-	FAM199X	8845167	protein_coding
chr4A	8859407	8877230	+	LOC110480450	8859407	
chr4A	8881681	8907544	+	LONRF3	8881681	
chr4A	8915127	8924006	-	LOC110480432	8915127	
chr4A	8915127	8953139	-	LOC110480457	8915127	
chr4A	8970663	8976134	+	PGRMC1	8970663	protein_coding
chr4A	8977572	8989357	-	LOC110480505	8977572	lncRNA
chr4A	8993919	9011936	+	SLC25A43	8993919	protein_coding
chr4A	9013123	9015181	+	SLC25A5	9013123	protein_coding
chr4A	9020323	9023969	-	C4AHXorf56	9020323	protein_coding
chr4A	9024976	9034030	+	UBE2A	9024976	protein_coding
chr4A	9035859	9046019	-	NKRF	9035859	protein_coding
chr4A	9047442	9073898	-	SEPTIN6	9047442	
chr4A	9076637	9078612	+	SOWAHD	9076637	
chr4A	9081859	9084741	-	RPL39	9081859	protein_coding
chr4A	9082269	9082400	-	LOC116183664	9082269	snoRNA
chr4A	9083853	9091035	-	UPF3B	9083853	protein_coding
chr4A	9091019	9092055	+	NDUFA1	9091019	protein_coding
chr4A	9093030	9095897	+	AKAP14	9093030	protein_coding
chr4A	9096116	9102297	-	NKAP	9096116	protein_coding
chr4A	9102398	9112253	+	ZBTB33	9102398	protein_coding
chr4A	9113253	9138565	-	TMEM255A	9113253	protein_coding
chr4A	9140401	9151937	+	ATP1B4	9140401	protein_coding
chr4A	9152110	9166456	-	LAMP2	9152110	
chr4A	9169998	9170747	-	LOC116183647	9169998	lncRNA
chr4A	9175356	9200712	-	CUL4B	9175356	
chr4A	9204051	9210838	+	MCTS1	9204051	protein_coding
chr4A	9211285	9214636	-	C1GALT1C1	9211285	
chr4A	9544841	9597974	-	LOC110480444	9544841	lncRNA
chr4A	9563473	9663277	+	LOC110480443	9563473	lncRNA
chr4A	9665462	9811165	+	GRIA3	9665462	
chr4A	9810915	9867465	-	THOC2	9810915	
chr4A	9868215	9895100	+	XIAP	9868215	protein_coding
chr4A	9904255	9995554	+	STAG2	9904255	
chr4A	10032518	10052493	+	SH2D1A	10032518	
chr4A	10050955	10307313	-	TENM1	10050955	
chr4A	10398725	10876604	-	LOC110476977	10398725	lncRNA
chr4A	10986216	11002762	-	LOC110481839	10986216	lncRNA
chr4A	11220732	11255873	-	SMARCA1	11220732	protein_coding
chr4A	11267664	11332434	+	GAB3	11267664	protein_coding
chr4A	11350219	11379340	+	LOC110480108	11350219	protein_coding
chr4A	11380381	11391524	+	VBP1	11380381	protein_coding
chr4A	11392709	11401307	-	RAB39B	11392709	protein_coding
chr4A	11410454	11442972	-	LOC110480104	11410454	protein_coding
chr4A	11459094	11477700	+	VSIG1	11459094	protein_coding
chr4A	11477789	11485337	-	PSMD10	11477789	
chr4A	11485499	11497156	+	ATG4A	11485499	protein_coding
chr4A	11498454	11611385	-	COL4A6	11498454	protein_coding
chr4A	11611930	11683441	+	COL4A5	11611930	protein_coding
chr4A	11687873	11710073	-	IRS4	11687873	protein_coding
chr4A	11713594	11742600	+	LOC110480095	11713594	lncRNA
chr4A	11760112	11767627	+	NXT2	11760112	protein_coding
chr4A	11770216	11805725	-	ACSL4	11770216	protein_coding
chr4A	11826652	11861515	+	TMEM164	11826652	protein_coding
chr4A	11863433	11959874	-	AMMECR1	11863433	protein_coding
