finch,mouse
TRIP12,TRIP12
CREB3L1,CREB3L1
TEX9,TEX9
ST3GAL2,ST3GAL2
CEP164,CEP164
PDPR,PDPR
RNPC3,RNPC3
GORASP2,GORASP2
SEZ6L,SEZ6L
NUCB2,NUCB2
MYT1,MYT1
GLG1,GLG1
TACR2,TACR2
SNX1,SNX1
SRP14,SRP14
OPRL1,OPRL1
PATL2,PATL2
MLKL,MLKL
SPRN,SPRN
FA2H,FA2H
SERBP1,SERBP1
SLC48A1,SLC48A1
NFRKB,NFRKB
SLC16A14,SLC16A14
PASK,PASK
PLCB2,PLCB2
TERB2,TERB2
ETS1,ETS1
LOC110474795,CYB561
RAPGEF3,RAPGEF3
EIF2AK4,EIF2AK4
TSPAN1,TSPAN1
PPP1R7,PPP1R7
RPS17,RPS17
WDR59,WDR59
HDLBP,HDLBP
TMEM233,TMEM233
ZNRF1,ZNRF1
CDCA3,CDCA3
GADD45A,GADD45A
ACE,ACE
HSPB8,HSPB8
LRRC23,LRRC23
DNAJA2,DNAJA2
ZBTB44,ZBTB44
GSS,GSS
SUDS3,SUDS3
WLS,WLS
BMF,BMF
BCAR1,BCAR1
ATN1,ATN1
ACSS2,ACSS2
C1H12orf57,C12orf57
CFDP1,CFDP1
MPI,MPI
PTPN6,PTPN6
BOK,BOK
SCAMP2,SCAMP2
SOGA1,SOGA1
ETV5,ETV5
PHB2,PHB2
PLEKHA3,PLEKHA3
DISP2,DISP2
PEBP1,PEBP1
RPE65,RPE65
ULK3,ULK3
METTL5,METTL5
TMEM98,TMEM98
HPS4,HPS4
IVD,IVD
LPCAT3,LPCAT3
APLP2,APLP2
MYBL2,MYBL2
SRRD,SRRD
TFIP11,TFIP11
SLC12A3,SLC12A3
FARSB,FARSB
S1PR1,S1PR1
BAHD1,BAHD1
CSK,CSK
C1S,C1S
LRRC7,LRRC7
COPB1,COPB1
CRYBA4,CRYBA4
IRS1,IRS1
OSBPL6,OSBPL6
IFT52,IFT52
TMPRSS4,TMPRSS4
PDE3B,PDE3B
RHBDD1,RHBDD1
DCTN2,DCTN2
LRRC40,LRRC40
PAX6,PAX6
SCN4B,SCN4B
DPH5,DPH5
SCN2B,SCN2B
SLC30A7,SLC30A7
CRYBB1,CRYBB1
PHOSPHO2,PHOSPHO2
SLC6A9,SLC6A9
C11H16orf87,C16orf87
EXTL2,EXTL2
MYLK3,MYLK3
WT1,WT1
SRSF11,SRSF11
PPCDC,PPCDC
CLSTN3,CLSTN3
PPIG,PPIG
ANKRD13C,ANKRD13C
CDC14A,CDC14A
ARHGAP40,ARHGAP40
FASTKD1,FASTKD1
LOC110468080,CYP2R1
PNPO,PNPO
SP2,SP2
ACTR5,ACTR5
TM2D1,TM2D1
ORC6,ORC6
CCDC73,CCDC73
PPP1R16B,PPP1R16B
TTC28,CHEK2
RPP25,RPP25
CALCB,CALCA
LOC110479747,COX5A
OAZ2,OAZ2
FANCF,FANCF
VPS35,VPS35
VTI1B,VTI1B
ZNF609,ZNF609
RBM45,RBM45
ARCN1,ARCN1
PEX5,PEX5
MRPL10,MRPL10
DHX35,DHX35
CDON,CDON
MRPL44,MRPL44
BBS2,BBS2
KANK4,KANK4
DBT,DBT
CHEK1,CHEK1
USP1,USP1
SATB2,SATB2
NDUFS3,NDUFS3
STT3A,STT3A
OSBPL7,OSBPL7
PIK3AP1,PIK3AP1
HSCB,HSCB
LRRC39,LRRC39
SHCBP1,SHCBP1
TRIP4,TRIP4
TRMT13,TRMT13
EYA2,EYA2
EPHA1,EPHA1
LOC110475983,UQCRFS1
CCL20,CCL20
HEXIM1,HEXIM1
EI24,EI24
VSTM2B,VSTM2B
C7H2orf69,C2orf69
ANGPTL3,ANGPTL3
SASS6,SASS6
POP4,POP4
PTGER3,PTGER3
FOXRED1,FOXRED1
ZMYND8,ZMYND8
CCDC117,CCDC117
ZRANB2,ZRANB2
GRK7,GRK7
NCOA3,NCOA3
ZYX,ZYX
KPNB1,KPNB1
SRPRA,SRPRA
XBP1,XBP1
NEGR1,NEGR1
PLEKHF1,PLEKHF1
KREMEN1,KREMEN1
YBX3,YBX3
FPGT,FPGT
PEAK1,PEAK1
TYW5,TYW5
TFDP2,TFDP2
SUSD2,SUSD2
SYCE3,SYCE3
FAM131B,FAM131B
GSC2,GSC2
ESS2,DGCR14
DGCR2,DGCR2
STYK1,STYK1
CCNE1,CCNE1
CSE1L,CSE1L
AGPS,AGPS
PTPRJ,PTPRJ
CRYZ,CRYZ
TYW3,TYW3
KRT18,KRT18
MAP3K14,MAP3K14
LHX8,LHX8
TIRAP,TIRAP
SCAPER,SCAPER
STAU1,STAU1
LRP2,LRP2
NKD1,NKD1
MRPL45,MRPL45
DCPS,DCPS
PSTPIP1,PSTPIP1
RCN2,RCN2
FRRS1,FRRS1
BRD7,BRD7
GPR17,GPR17
RABGGTB,RABGGTB
SFT2D3,SFT2D3
KIRREL3,KIRREL3
TENT4B,PAPD5
CARS1,CARS
PALMD,PALMD
ETFA,ETFA
RBM12,RBM12
LOC110474554,WDR33
POLR2D,POLR2D
MCAM,MCAM
TMEM266,TMEM266
NRG4,NRG4
PLPPR4,PLPPR4
CDK5R1,CDK5R1
PHLDA2,PHLDA2
GID8,GID8
AK4,AK4
PSMD11,PSMD11
FBXO22,FBXO22
SAP130,SAP130
CBL,CBL
DNAJC6,DNAJC6
PDZD3,PDZD3
ZNF423,ZNF423
SNX7,SNX7
NLRX1,NLRX1
SRCIN1,SRCIN1
SNAP29,SNAP29
LEPR,LEPR
FAM168B,FAM168B
PLEKHB2,PLEKHB2
N4BP1,N4BP1
HINFP,HINFP
MTX2,MTX2
HAO2,HAO2
TSSC4,TSSC4
WARS2,WARS2
DPYD,DPYD
ALG6,ALG6
GSTK1,GSTK1
PSMA4,PSMA4
MRPL21,MRPL21
PI4KA,PI4KA
SLC35B1,SLC35B1
GCHFR,GCHFR
LOC110477818,KRT80
KCTD18,KCTD18
SERPIND1,SERPIND1
RWDD3,RWDD3
TRPM5,TRPM5
KCNK15,KCNK15
BCDIN3D,BCDIN3D
MUC6,MUC6
TTC36,TTC36
LONP2,LONP2
FAIM2,FAIM2
ARHGEF4,ARHGEF4
KMT2A,KMT2A
TARBP2,TARBP2
AP2A2,AP2A2
TIGAR,TIGAR
PHKB,PHKB
AMER3,AMER3
CCN5,WISP2
ITGB3BP,ITGB3BP
DUSP3,DUSP3
HIC2,HIC2
ADA,ADA
CHID1,CHID1
SOST,SOST
MEOX1,MEOX1
PKIG,PKIG
KLHL6,KLHL6
ITFG1,ITFG1
UBE2L3,UBE2L3
IDH3A,IDH3A
TTPAL,TTPAL
PPP1R1B,PPP1R1B
YDJC,YDJC
USP28,USP28
TOP3B,TOP3B
NETO2,NETO2
POLR2L,POLR2L
YEATS2,YEATS2
STARD3,STARD3
PPM1F,PPM1F
OTOG,OTOG
SP1,SP1
C2CD2L,C2CD2L
LOC110479197,EDEM2
PARD6A,PARD6A
DPAGT1,DPAGT1
MYOD1,MYOD1
HERPUD1,HERPUD1
ZDHHC1,ZDHHC1
PNMT,PNMT
DUSP28,DUSP28
AAAS,AAAS
TBC1D2B,TBC1D2B
PHB,PHB
ROR1,ROR1
GPC1,GPC1
HMBS,HMBS
NUDT21,NUDT21
C29H12orf10,C12orf10
PIGU,PIGU
AMFR,AMFR
SIK2,SIK2
VDR,VDR
PGAP3,PGAP3
SERGEF,SERGEF
SAMHD1,SAMHD1
MRPL40,MRPL40
C15H22orf39,C22orf39
ZNF652,ZNF652
FEZ1,FEZ1
B3GNT9,B3GNT9
RBL1,RBL1
CACHD1,CACHD1
PHOSPHO1,PHOSPHO1
LOC110470479,HTR3A
LOC110481727,IMP4
FBXL22,FBXL22
ADGRG3,ADGRG3
GTF2H1,GTF2H1
CCDC61,CCDC61
ERBB2,ERBB2
CDC45,CDC45
USP3,USP3
GPR37L1,GPR37L1
LOC110476175,TGM3
NTF3,NTF3
DDAH1,DDAH1
CLDN5,CLDN5
ABI3,ABI3
CCDC102A,CCDC102A
GNGT2,GNGT2
VPS8,VPS8
CASC3,CASC3
DNASE2B,DNASE2B
CCNDBP1,CCNDBP1
SPTY2D1,SPTY2D1
FAF1,FAF1
C9H3orf70,C3orf70
EHHADH,EHHADH
LACTB,LACTB
MAP3K13,MAP3K13
HEPACAM,HEPACAM
DNTTIP2,DNTTIP2
TMEM41A,TMEM41A
ATP6V0B,ATP6V0B
GRB7,GRB7
CEP63,CEP63
TMEM86A,TMEM86A
CDKN2C,CDKN2C
VWF,VWF
URI1,URI1
EPB42,EPB42
BRDT,BRDT
RAPGEFL1,RAPGEFL1
PTPN5,PTPN5
WIPF2,WIPF2
ZNFX1,ZNFX1
KY,KY
GNB1L,GNB1L
RNF11,RNF11
CD81,CD81
ASB8,ASB8
PFDN5,PFDN5
FAM217B,FAM217B
MTSS2,MTSS1L
IKZF3,IKZF3
TXNRD2,TXNRD2
CRYGS,CRYGS
ZNF740,ZNF740
IGF2,IGF2
TBCCD1,TBCCD1
DLGAP4,DLGAP4
TTC39A,TTC39A
COMT,COMT
TNNI2,TNNI2
EPS15,EPS15
LRRC3C,LRRC3C
CD9,CD9
PROCR,PROCR
MFSD5,MFSD5
DENND2D,DENND2D
ARVCF,ARVCF
VPS13C,VPS13C
MSANTD2,MSANTD2
NRDC,NRDC
SPRYD3,SPRYD3
TSHZ3,TSHZ3
TANGO2,TANGO2
LOC110468182,ESAM
EPB41L1,EPB41L1
IFITM10,IFITM10
NRGN,NRGN
PANX3,PANX3
DUSP8,DUSP8
AAR2,AAR2
RORA,RORA
RPUSD4,RPUSD4
NCOR2,NCOR2
PSMD3,PSMD3
PUS3,PUS3
CCDC92,CCDC92
HYLS1,HYLS1
DPY19L3,DPY19L3
CSF3,CSF3
LOC110469882,BEND5
MOB2,MOB2
ANXA2,ICE2
MED24,MED24
STIL,STIL
KCTD20,KCTD20
REXO2,REXO2
SHISA4,SHISA4
CMPK1,CMPK1
RYK,RYK
CADM1,CADM1
TCTN2,TCTN2
DRAM2,DRAM2
GTF2H3,GTF2H3
TRADD,TRADD
TOLLIP,TOLLIP
EIF2B1,EIF2B1
INAVA,C1orf106
HSF4,HSF4
SLCO2A1,SLCO2A1
HSDL1,HSDL1
DDX55,DDX55
RND2,RND2
DNAAF1,DNAAF1
GTF2A2,GTF2A2
TMEM167B,TMEM167B
PYM1,PYM1
BUD13,BUD13
TMED2,TMED2
MBTPS1,MBTPS1
ZPR1,ZPR1
NBR1,NBR1
SLC38A8,SLC38A8
PMEL,PMEL
PIGX,PIGX
SPATA6,SPATA6
NECAB2,OSGIN1
CTTN,CTTN
CDC27,CDC27
APOA1,APOA1
ITFG2,ITFG2
LOC110483937,MPHOSPH10
CEP19,CEP19
UBE2T,UBE2T
PDCD5,PDCD5
SIK3,SIK3
SUOX,SUOX
FKBP4,FKBP4
DDX6,DDX6
KMT5A,KMT5A
CXCR5,CXCR5
ANKRD27,ANKRD27
PPIL3,PPIL3
KANSL1,KANSL1
NIF3L1,NIF3L1
SBNO1,SBNO1
RNF168,RNF168
APBA2,APBA2
FBXO3,FBXO3
NUDT19,NUDT19
RPS26,RPS26
RBM33,RBM33
ORC2,ORC2
MAPT,MAPT
TXNDC12,TXNDC12
LOC110480833,TNFRSF1A
ZFYVE9,ZFYVE9
BCL9L,BCL9L
FAM126B,FAM126B
LMO2,LMO2
PPIL1,PPIL1
CCDC84,CCDC84
TJP1,TJP1
C15H12orf65,C12orf65
CAPRIN1,CAPRIN1
SLC37A4,SLC37A4
ORC1,ORC1
METTL16,METTL16
LMOD1,LMOD1
MPHOSPH9,MPHOSPH9
TRAPPC4,TRAPPC4
TM2D3,TM2D3
NDUFB3,NDUFB3
POLQ,POLQ
RUNDC3A,RUNDC3A
HYOU1,HYOU1
JMJD4,JMJD4
GAL3ST2,GAL3ST2
CFLAR,CFLAR
PRPF38A,PRPF38A
RHPN2,RHPN2
D2HGDH,D2HGDH
NAT10,NAT10
CASP10,CASP10
LOC110481534,MYL6
ZBTB46,ZBTB46
SLC2A4RG,SLC2A4RG
PKP1,PKP1
TUT4,ZCCHC11
RNF41,RNF41
DTYMK,DTYMK
LARP6,LARP6
GPX7,GPX7
PHLDB1,PHLDB1
CAT,CAT
TRAK2,TRAK2
ATG4B,ATG4B
VIPR2,VIPR2
DRD2,DRD2
THAP4,THAP4
UBE3C,UBE3C
CS,CS
G6PC3,G6PC3
KLHL30,KLHL30
ILKAP,ILKAP
RABL3,RABL3
PDHX,PDHX
APIP,APIP
MPP4,MPP4
HGD,HGD
PAN2,PAN2
NCAM1,NCAM1
NCAPG2,NCAPG2
VPS37B,VPS37B
AGXT,AGXT
ARFRP1,ARFRP1
TNFRSF6B,TNFRSF6B
ITM2C,ITM2C
PTS,PTS
NDUFB4,NDUFB4
LOC110470112,COA7
HIP1R,HIP1R
LOC110477076,MIP
DENR,DENR
FSTL1,FSTL1
BCO2,BCO2
PER2,PER2
ALS2,ALS2
SCP2,SCP2
GPN3,GPN3
SLC1A2,SLC1A2
CDK15,CDK15
IL18,IL18
BAZ2A,BAZ2A
ATP5F1B,ATP5B
ARPC3,ARPC3
ANAPC7,ANAPC7
NKAPD1,C11orf57
PAMR1,PAMR1
SUMO1,SUMO1
MAATS1,MAATS1
COPB2,COPB2
CPT2,CPT2
LOC110480699,COX17
IFT81,IFT81
TMEM183A,TMEM183A
DLAT,DLAT
MRPS22,MRPS22
LDLRAD3,LDLRAD3
C24H11orf52,C11orf52
PTGES3,PTGES3
POPDC2,POPDC2
COMMD9,COMMD9
PLA1A,PLA1A
PRR5L,PRR5L
CRYAB,CRYAB
PEPD,PEPD
TRAF6,TRAF6
MYOG,MYOG
DPP6,DPP6
FDXACB1,FDXACB1
CHST8,CHST8
PRIM1,PRIM1
WDR12,WDR12
RAG2,RAG2
PAXIP1,PAXIP1
C5H11orf74,C11orf74
ANAPC5,ANAPC5
CARF,CARF
ZBTB39,ZBTB39
NDC1,NDC1
RNF34,RNF34
HSPB11,HSPB11
ITGA3,ITGA3
MORN3,MORN3
TMCC2,TMCC2
GPR182,GPR182
PLEKHM3,PLEKHM3
SLC25A36,SLC25A36
KLHDC8A,KLHDC8A
TMEM59,TMEM59
ADAM10,ADAM10
NEMP1,NEMP1
FADD,FADD
METTL21A,METTL21A
TCEANC2,TCEANC2
CCM2,CCM2
PXYLP1,PXYLP1
STAT6,STAT6
OLFML3,OLFML3
CDCP2,CDCP2
SIKE1,SIKE1
ACAD8,ACAD8
SPC25,SPC25
MRPL37,MRPL37
MAB21L3,MAB21L3
SYCP1,SYCP1
TPCN2,TPCN2
BCL7A,BCL7A
SLC6A2,SLC6A2
TSHB,TSHB
TSPAN2,TSPAN2
MMP2,MMP2
NGF,NGF
SLC35G2,SLC35G2
SCLY,SCLY
B3GNT4,B3GNT4
TRIM33,TRIM33
BCAS2,BCAS2
DIABLO,DIABLO
LTO1,ORAOV1
ZCCHC8,ZCCHC8
PARS2,PARS2
FGF19,FGF19
TMEM39A,TMEM39A
DENND2C,DENND2C
FGF3,FGF3
ZMYND11,ZMYND11
ATG101,ATG101
PTTG1IP,PTTG1IP
RSRC2,RSRC2
ACOT11,ACOT11
B4GALT4,B4GALT4
KNTC1,KNTC1
TTC21B,TTC21B
CSDE1,CSDE1
DHCR24,DHCR24
UBE2G2,UBE2G2
GRAMD1B,GRAMD1B
PPTC7,PPTC7
SRSF3,SRSF3
CLMP,CLMP
ARHGAP31,ARHGAP31
RASSF7,RASSF7
DMAP1,DMAP1
SARNP,SARNP
TCTN1,TCTN1
OTOS,OTOS
UPK1B,UPK1B
ERI3,ERI3
HVCN1,HVCN1
CCDC12,CCDC12
RNH1,RNH1
TMEM53,TMEM53
CDKN1A,CDKN1A
ADIPOQ,ADIPOQ
ST6GAL1,ST6GAL1
C26H6orf89,C6orf89
SLC38A11,SLC38A11
RPS8,RPS8
IGSF11,IGSF11
CRTAM,CRTAM
COBLL1,COBLL1
SNRPE,SNRPE
CUX2,CUX2
GRB14,GRB14
MTCH1,MTCH1
UBASH3B,UBASH3B
SETD2,SETD2
GLI1,GLI1
PLK3,PLK3
KIF9,KIF9
SOX13,SOX13
SH2B3,SH2B3
LOC110478540,COX14
SORL1,SORL1
KCNE4,KCNE4
FIGN,FIGN
SC5D,SC5D
PTPN7,PTPN7
ATXN2,ATXN2
KLF7,KLF7
TBCEL,TBCEL
BRAP,BRAP
ENKD1,ENKD1
PPP6R3,PPP6R3
DEF6,DEF6
OBSCN,OBSCN
BTBD19,BTBD19
CPO,CPO
FASTKD2,FASTKD2
MDH1B,MDH1B
GAL,GAL
ZNF76,ZNF76
SCG2,SCG2
NUP93,NUP93
DYTN,DYTN
MAPKAPK5,MAPKAPK5
RPL10A,RPL10A
HEATR3,HEATR3
EIF2B3,EIF2B3
GTSF1,GTSF1
TMEM116,TMEM116
KLHL18,KLHL18
ERP29,ERP29
GPATCH1,GPATCH1
TBRG4,TBRG4
OAF,OAF
KLHL12,KLHL12
TRAFD1,TRAFD1
EEF1B2,EEF1B2
NAA25,NAA25
TRIM29,TRIM29
HECTD4,HECTD4
SERPINE2,SERPINE2
RNF26,RNF26
NDUFS1,NDUFS1
MEIOC,MEIOC
INO80D,INO80D
LOC110485024,BEST1
CUL3,CUL3
CCDC43,CCDC43
SMARCB1,SMARCB1
ANKS1A,ANKS1A
RABIF,RABIF
PLEKHM1,PLEKHM1
FOXL2,FOXL2
THY1,THY1
NEUROD1,NEUROD1
IBA57,IBA57
GUK1,GUK1
CERKL,CERKL
TAF11,TAF11
MPEG1,MPEG1
ITGA4,ITGA4
UHRF1BP1,UHRF1BP1
HPDL,HPDL
SNRPC,SNRPC
TOE1,TOE1
ILRUN,C6orf106
STAT3,STAT3
IPO9,IPO9
DDX51,DDX51
TESK2,TESK2
SPDEF,SPDEF
CWC22,CWC22
MMACHC,MMACHC
C1QTNF5,C1QTNF5
NEUROD2,NEUROD2
RNPEP,RNPEP
ZNF385B,ZNF385B
CABIN1,CABIN1
CDK12,CDK12
SESTD1,SESTD1
LOC110481287,TBX6
MED19,MED19
AKR1A1,AKR1A1
FTSJ3,FTSJ3
PSMC5,PSMC5
ZDHHC5,ZDHHC5
KLHL22,KLHL22
CLP1,CLP1
LRRC58,LRRC58
SERPING1,SERPING1
SMPD4,SMPD4
SNF8,SNF8
GGT5,GGT5
GPBP1L1,GPBP1L1
TMEM69,TMEM69
IPP,IPP
TIMM10,TIMM10
RTN4RL2,RTN4RL2
LRRC75B,LRRC75B
SNRPD3,SNRPD3
GUCD1,GUCD1
P2RX3,P2RX3
VPS11,VPS11
PLCD1,PLCD1
TOMM6,TOMM6
UPB1,UPB1
ADORA2A,ADORA2A
SSRP1,SSRP1
DLEC1,DLEC1
DIXDC1,DIXDC1
ACAA1,ACAA1
SPECC1L,SPECC1L
LRRC55,LRRC55
FJX1,FJX1
MYD88,MYD88
PLPP3,PLPP3
RAB36,RAB36
LOC110481351,RSPH14
BYSL,BYSL
TAF8,TAF8
DEPDC5,DEPDC5
CSRNP1,CSRNP1
C8B,C8B
GORASP1,GORASP1
WDR48,WDR48
OMA1,OMA1
MYSM1,MYSM1
DCAKD,DCAKD
FMOD,FMOD
PRELP,PRELP
ADAM23,ADAM23
FGGY,FGGY
MICAL1,MICAL1
SMPD2,SMPD2
UBE2Z,UBE2Z
FKBP5,FKBP5
PNPLA2,PNPLA2
INKA1,FAM212A
AMT,AMT
GATA2,GATA2
EEFSEC,EEFSEC
MFSD4A,MFSD4A
TNNT3,TNNT3
MGLL,MGLL
ABTB1,ABTB1
MLEC,MLEC
SLC45A3,SLC45A3
NUCKS1,NUCKS1
IL17RD,IL17RD
HESX1,HESX1
APPL1,APPL1
PM20D1,PM20D1
OSBPL9,OSBPL9
RAB7B,RAB7B
SLMAP,SLMAP
YIPF1,YIPF1
EXOG,EXOG
RNF220,RNF220
CHERP,CHERP
IKBKE,IKBKE
XYLB,XYLB
PIAS4,PIAS4
YJU2,CCDC94
RASSF5,RASSF5
ABHD6,ABHD6
NUB1,NUB1
ELF3,ELF3
DNASE1L3,DNASE1L3
WDR86,WDR86
IP6K2,IP6K2
CRYGN,CRYGN
EIF2D,EIF2D
NCLN,NCLN
NCKIPSD,NCKIPSD
FKBP8,FKBP8
LOC110473056,PIGR
KXD1,KXD1
C26H1orf116,C1orf116
YOD1,YOD1
MICOS13,C19orf70
ISYNA1,ISYNA1
XRCC2,XRCC2
FASTK,FASTK
ABCB8,ABCB8
MPND,MPND
CENPP,CENPP
ECM2,ECM2
LAMB3,LAMB3
G0S2,G0S2
CHAF1A,CHAF1A
OMD,OMD
OGN,OGN
NOL8,NOL8
UBXN6,UBXN6
TRAF3IP3,TRAF3IP3
IARS1,IARS
SIRT6,SIRT6
MDM4,MDM4
ARRDC2,ARRDC2
LRRN2,LRRN2
HRH1,HRH1
LRIG2,LRIG2
ATG7,ATG7
C2CD4C,C2CD4C
MAGI3,MAGI3
VGLL4,VGLL4
PHTF1,PHTF1
SHC2,SHC2
LEMD2,LEMD2
USE1,USE1
TAMM41,TAMM41
MYO9B,MYO9B
INKA2,FAM212B
DDX20,DDX20
HAUS8,HAUS8
CPAMD8,CPAMD8
HMCES,HMCES
RAB7A,RAB7A
CTTNBP2NL,CTTNBP2NL
RPN1,RPN1
DHX30,DHX30
DAG1,DAG1
CSPG5,CSPG5
MST1,MST1
ELP6,ELP6
PGPEP1,PGPEP1
LSM4,LSM4
JUND,JUND
NFASC,NFASC
BSN,BSN
TRAIP,TRAIP
MST1R,MST1R
RRNAD1,RRNAD1
MRPL24,MRPL24
RBM6,RBM6
RBM15,RBM15
MINDY4,FAM188B
SLC16A4,SLC16A4
PRCC,PRCC
RAD54L2,RAD54L2
GHRHR,GHRHR
SIN3B,SIN3B
TMEM38A,TMEM38A
FANCD2,FANCD2
FSTL3,FSTL3
PLEKHA6,PLEKHA6
SEC22C,SEC22C
EMC3,EMC3
PPP1R15B,PPP1R15B
PIK3C2B,PIK3C2B
MLN,MLN
NKTR,NKTR
DSTYK,DSTYK
LOC110472216,Pou5f3
OPTC,OPTC
PALM,PALM
ASS1,ASS1
HHATL,HHATL
CNTN2,CNTN2
URM1,URM1
TPM3,TPM3
RBBP5,RBBP5
TEX264,TEX264
RFX7,RFX5
MAPKAP1,MAPKAP1
AP4B1,AP4B1
DCLRE1B,DCLRE1B
PLPPR3,PLPPR3
UBAC1,UBAC1
MED16,MED16
CAMSAP1,CAMSAP1
R3HDM4,R3HDM4
WDR82,WDR82
GLYCTK,GLYCTK
BSG,BSG
ARID3A,ARID3A
MPZ,MPZ
BAP1,BAP1
POLRMT,POLRMT
PPM1J,PPM1J
PSMD5,PSMD5
PHF19,PHF19
UFC1,UFC1
WDR18,WDR18
SGTA,SGTA
PCBP4,PCBP4
FGF22,FGF22
SLC39A3,SLC39A3
WDR77,WDR77
PARP3,PARP3
NELFB,NELFB
NDUFS2,NDUFS2
LOC110477150,C26H6ORF125
LOC110472081,SEMA3F
MAP1S,MAP1S
EXOSC2,EXOSC2
KIRREL1,KIRREL
ABL1,ABL1
RPL36,RPL36
BAK1,BAK1
LONP1,LONP1
SLC38A3,SLC38A3
PPP1R26,PPP1R26
APOBEC2,APOBEC2
OARD1,OARD1
C17H9orf116,C9orf116
MRPS2,MRPS2
HYAL3,HYAL3
DIPK1B,FAM69B
NFYA,NFYA
CCDC124,CCDC124
COPA,COPA
TRAF1,TRAF1
PTPDC1,PTPDC1
RANBP3,RANBP3
CNTRL,CNTRL
RAB14,RAB14
TCF3,TCF3
NCSTN,NCSTN
PSMA5,PSMA5
KLHL33,KLHL33
SYPL2,SYPL2
NINJ1,NINJ1
GPR61,GPR61
SUSD3,SUSD3
TTLL11,TTLL11
OLFML2A,OLFML2A
EEF2,EEF2
RPL35,RPL35
FGD3,FGD3
BICD2,BICD2
ANGPTL4,ANGPTL4
SCAI,SCAI
PEAR1,PEAR1
UAP1L1,UAP1L1
ZMYND19,ZMYND19
DPH7,DPH7
ATCAY,ATCAY
LOC116183112,ETV3L
CHDH,CHDH
ACTR8,ACTR8
UBAP2L,UBAP2L
LRTM1,LRTM1
ANAPC2,ANAPC2
OAZ1,OAZ1
AMH,AMH
LOC110477324,SSNA1
SF3A2,SF3A2
IL6R,IL6R
CCDC66,CCDC66
SHE,SHE
DOT1L,DOT1L
RSBN1,RSBN1
TOR4A,TOR4A
AP3D1,AP3D1
TASOR,FAM208A
PMVK,PMVK
NDUFA8,NDUFA8
MORN5,MORN5
LHX6,LHX6
TIMP4,TIMP4
PTPN22,PTPN22
PPARG,PPARG
TSEN2,TSEN2
SHC1,SHC1
AMPD2,AMPD2
FLAD1,FLAD1
CDK5RAP2,CDK5RAP2
RAF1,RAF1
POLE3,POLE3
CNBP,CNBP
EPS15L1,EPS15L1
ALAD,HDHD3
BSPRY,BSPRY
RAB43,RAB43
WDR31,WDR31
PRPF4,PRPF4
CDC26,CDC26
FAM32A,FAM32A
SLC31A1,SLC31A1
PPP6C,PPP6C
SCAMP3,SCAMP3
RABEPK,RABEPK
TMEM259,TMEM259
GAPVD1,GAPVD1
LRSAM1,LRSAM1
RPL12,RPL12
CNN2,CNN2
ENTPD2,ENTPD2
TMEM141,TMEM141
HDAC11,HDAC11
CGN,TUFT1
POLR2E,POLR2E
SNX27,SNX27
MRPL9,MRPL9
SBNO2,SBNO2
ABCA2,ABCA2
TDRKH,TDRKH
STK11,STK11
NTMT1,NTMT1
ASB6,ASB6
POC1A,POC1A
PRRX2,PRRX2
S100A10,S100A10
ATP5F1D,ATP5D
TNNC1,TNNC1
NIT1,NIT1
FAM174C,C19orf24
PFDN2,PFDN2
NISCH,NISCH
NDUFS7,NDUFS7
DPP7,DPP7
GAMT,GAMT
SMIM4,SMIM4
MAN1B1,MAN1B1
PBRM1,PBRM1
GNL3,GNL3
LOC110482258,COL27A1
RPS15,RPS15
APC2,APC2
GLT8D1,GLT8D1
SPCS1,SPCS1
FAM102A,FAM102A
LOC110469510,POLE4
NEK4,NEK4
MEX3A,MEX3A
DPM2,DPM2
ST6GALNAC6,ST6GALNAC6
LAMTOR2,LAMTOR2
AK1,AK1
ELAVL1,ELAVL1
ENG,ENG
MATK,MATK
FPGS,FPGS
CDK9,CDK9
TOR2A,TOR2A
MRPL54,MRPL54
APBA3,APBA3
GOLGA1,GOLGA1
NOTCH1,NOTCH1
TJP3,TJP3
COQ4,COQ4
CACTIN,CACTIN
HYAL2,HYAL2
TBXA2R,TBXA2R
RASSF1,RASSF1
SUGP2,SUGP2
HMG20B,HMG20B
ZMYND10,ZMYND10
MFSD12,MFSD12
CACNA2D2,CACNA2D2
INPP5E,INPP5E
C12H3orf18,C3orf18
NUP214,NUP214
FZR1,FZR1
HEMK1,HEMK1
CISH,CISH
PMPCA,PMPCA
SLC25A42,SLC25A42
SNAPC4,SNAPC4
ARMC6,ARMC6
MANF,MANF
DOHH,DOHH
DCAF1,DCAF1
CARD9,CARD9
COPE,COPE
RNF123,RNF123
GMPPB,GMPPB
POMT1,POMT1
UPF1,UPF1
PODXL2,PODXL2
MCM2,MCM2
ODF2,ODF2
BGLAP,BGLAP
SMG5,SMG5
GLMP,GLMP
CCT3,CCT3
TPRA1,TPRA1
ILF2,ILF2
KLHL26,KLHL26
BRINP1,BRINP1
CHCHD6,CHCHD6
UCK1,UCK1
QSOX2,QSOX2
TMEM250,C9orf69
CTXN1,CTXN1
MEF2D,MEF2D
TIMM44,TIMM44
CRB2,CRB2
HNRNPM,HNRNPM
HAPLN2,HAPLN2
LSM7,LSM7
DENND1A,DENND1A
RBM18,RBM18
TMPRSS9,TMPRSS9
MRRF,MRRF
TIMM13,TIMM13
PDCL,PDCL
ASH1L,ASH1L
KBTBD12,KBTBD12
CARD19,CARD19
ZBTB7A,ZBTB7A
