OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU11096	NA	ENSTGUG00000011408	NA	ENSTGUG00000011408.2	CHICK08077	XP_025002620	NA	418945	SGCG	1:1	1058448	SGCG
TAEGU11117	XP_002190094	ENSTGUG00000024103	100217634	ENSTGUG00000024103.1	CHICK08085	NP_989730	NA	378917	FGF9	1:1	1056766	FGF9
TAEGU11119	XP_030131227	ENSTGUG00000011401	100218662	ENSTGUG00000011401.2	CHICK08092	XP_040514413	NA	418946	MICU2	1:1	934308	MICU2
TAEGU11137	XP_030131243	ENSTGUG00000011398	100220526	ENSTGUG00000011398.2	CHICK08098	XP_040514416	NA	418947	ZDHHC20	1:1	1069588	ZDHHC20
TAEGU11148	XP_030131301	ENSTGUG00000011390	100227329	ENSTGUG00000011390.2	CHICK08109	XP_015134712	NA	418948	SKA3	1:1	1309511	SKA3
TAEGU10010	NP_001232121; XP_002191194; XP_004175097	ENSTGUG00000011377	100190511	ENSTGUG00000011377.2	CHICK08112	NP_989643	NA	374206	SAP18	1:1	1067806	SAP18
TAEGU10143	NA	ENSTGUG00000011364	NA	ENSTGUG00000011364.2	CHICK08113	XP_015134785	NA	418949	LATS2	1:1	1074014	LATS2
TAEGU10149	XP_030131359	ENSTGUG00000011343	100226338	ENSTGUG00000011343.2	CHICK08114	NP_001012965	NA	428081	XPO4	1:1	915645	XPO4
TAEGU10151	XP_030131404	ENSTGUG00000011337	100227451	ENSTGUG00000011337.2	CHICK08115	NP_001006277	NA	418951	EEF1AKMT1	1:1	1397419	EEF1AKMT1
TAEGU10164	XP_030131368	ENSTGUG00000011321	100229127	ENSTGUG00000011321.2	CHICK08120	XP_015134793	NA	418952	IFT88	1:1	1067966	IFT88
TAEGU10186	XP_002188795	ENSTGUG00000011315	100232047	ENSTGUG00000011315.2	CHICK08122	NP_001026001	NA	418953	CRYL1	1:1	994384	CRYL1
TAEGU10198	NA	ENSTGUG00000011312	NA	ENSTGUG00000011312.2	CHICK08137	NP_001035734	NA	428084	GJA3	1:1	988164	GJA3
TAEGU10211	XP_041572806	ENSTGUG00000011309	100222456	ENSTGUG00000011309.2	CHICK08139	XP_040505557	NA	418954	ZMYM2	1:1	1073247	ZMYM2
TAEGU10215	XP_002190822	ENSTGUG00000011295	100221455	ENSTGUG00000011295.2	CHICK08149	NP_001026002	NA	418955	PSPC1	1:1	1072182	PSPC1
TAEGU10219	XP_030131705	ENSTGUG00000011290	100226274	ENSTGUG00000011290.2	CHICK08156	XP_040518255	NA	418960	CENPJ	1:1	1073492	CENPJ
TAEGU10247	XP_030131654	ENSTGUG00000011267	100229113	ENSTGUG00000011267.2	CHICK08159	XP_040518247	NA	418961	RNF17	1:1	1388113	RNF17
TAEGU10267	NA	ENSTGUG00000011265	NA	ENSTGUG00000011265.2	CHICK08160	XP_040513865	NA	418962	ARHGAP20	1:1	1407106	ARHGAP20
TAEGU10269	NA	ENSTGUG00000011262	NA	ENSTGUG00000011262.2	CHICK08163	NP_001185597	NA	373947	FDX1	1:1	1014891	FDX1
TAEGU10277	XP_002187058	ENSTGUG00000011248	100228191	ENSTGUG00000011248.2	CHICK08164	NP_990082	NA	395511	RDX	1:1	1068729	RDX
TAEGU10136	XP_030126340	ENSTGUG00000021632	115494863	ENSTGUG00000021632.1	CHICK08170	XP_025002632	NA	418964	C11orf87	1:1	1400030	C11orf87
TAEGU11782	XP_030126320	ENSTGUG00000012605	100232118	ENSTGUG00000012605.2	CHICK08172	NP_001073193	NA	418965	DDX10	1:1	1071083	DDX10
TAEGU11772	XP_030126288	ENSTGUG00000012620	100220585	ENSTGUG00000012620.2	CHICK08180	XP_015134995	NA	418966	KDELC2	1:1	1387876	POGLUT3
TAEGU11768	NA	ENSTGUG00000012622	NA	ENSTGUG00000012622.2	CHICK08187	XP_015133057	NA	395401	ATM	1:1	1357891	ATM
TAEGU11759	XP_030126240	ENSTGUG00000012634	100227231	ENSTGUG00000012634.2	CHICK08193	XP_015135001	NA	418967	NPAT	1:1	1419702	NPAT
TAEGU11755	NA	ENSTGUG00000012643	NA	ENSTGUG00000012643.2	CHICK08196	NP_001264708	NA	418968	ACAT1	1:1	1408462	ACAT1
TAEGU11747	XP_030126205	ENSTGUG00000012650	100220572	ENSTGUG00000012650.2	CHICK08197	XP_015135014	NA	418969	CUL5	1:1	880800	CUL5
TAEGU11746	XP_030126185	ENSTGUG00000029732	100231058	ENSTGUG00000029732.1	CHICK08199	XP_015135025	NA	101748614	RAB39A	1:1	1071665	RAB39A
TAEGU11739	XP_030126175	ENSTGUG00000012641	100228202	ENSTGUG00000012641.2	CHICK08200	XP_040515085	NA	418970	SLC35F2	1:1	1310110	SLC35F2
TAEGU11734	XP_030126071	ENSTGUG00000012657	100217682	ENSTGUG00000012657.2	CHICK08210	XP_015135079	NA	418971	ELMOD1	1:1	768349	ELMOD1
TAEGU11725	XP_012425189	ENSTGUG00000012660	100232062	ENSTGUG00000012660.2	CHICK08213	XP_004938883	NA	418972	ALKBH8	1:1	754573	ALKBH8
TAEGU11719	XP_032603671	ENSTGUG00000012664	100223436	ENSTGUG00000012664.2	CHICK08223	XP_015135094	NA	418973	CWF19L2	1:1	1068110	CWF19L2
TAEGU11711	XP_030126005	ENSTGUG00000012667	100217644	ENSTGUG00000012667.2	CHICK08225	XP_001233954	NA	771678	GUCY1A2	1:1	1071858	GUCY1A2
TAEGU11706	XP_030125987	ENSTGUG00000020920	100231114	ENSTGUG00000020920.1	CHICK08227	XP_040556180	NA	418975	AASDHPPT	1:1	NA	AASDHPPT
TAEGU11703	XP_030125917	ENSTGUG00000027073	100230139	ENSTGUG00000027073.1	CHICK08231	XP_040514730	NA	418976	KBTBD3	1:1	1079386	KBTBD3
TAEGU11701	XP_012425257	ENSTGUG00000027619	100227334	ENSTGUG00000027619.1	CHICK08233	XP_015135154	NA	418977	MSANTD4	1:1	1368197	MSANTD4
TAEGU11684	NA	ENSTGUG00000012676	NA	ENSTGUG00000012676.2	CHICK08245	XP_040517072	NA	396137	GRIA4	1:1	1069209	GRIA4
TAEGU11674	XP_002199932	ENSTGUG00000012693	100221512	ENSTGUG00000012693.2	CHICK08253	XP_015133627	NA	418978	PDGFD	1:1	1356228	PDGFD
TAEGU11670	XP_030125820	ENSTGUG00000012697	100229193	ENSTGUG00000012697.2	CHICK08258	XP_040514464	NA	418979	DYNC2H1	1:1	1068534	DYNC2H1
TAEGU11668	NP_001232303	ENSTGUG00000020472	100190038	ENSTGUG00000020472.1	CHICK08259	XP_040514466	NA	418980	DCUN1D5	1:1	1343811	DCUN1D5
TAEGU11657	XP_030125810	ENSTGUG00000012726	100217703	ENSTGUG00000012726.2	CHICK08263	NP_001280019	NA	395683	MMP13	1:1	1358664	MMP13
TAEGU11653	XP_002198044	ENSTGUG00000012737	100218575	ENSTGUG00000012737.2	CHICK08266	XP_040514470	NA	418982	MMP1	1:1	1358683	MMP1
TAEGU11652	XP_002199979	ENSTGUG00000023611	100218668	ENSTGUG00000023611.1	CHICK08267	NP_990331	NA	395850	MMP27	1:1	1358665	MMP27
TAEGU11650	NA	ENSTGUG00000027337	NA	ENSTGUG00000027337.1	CHICK08269	NP_001006279	NA	418984	TMEM123	1:1	NA	TMEM123
TAEGU11643	XP_002198083	ENSTGUG00000012754	100219556	ENSTGUG00000012754.2	CHICK08278	XP_046762764	NA	396171	YAP1	1:1	1418971	YAP1
TAEGU11641	NA	ENSTGUG00000012760	NA	ENSTGUG00000012760.2	CHICK08284	NP_001264741	NA	418985	C11orf70	1:1	NA	CFAP300
TAEGU11637	XP_030125676	ENSTGUG00000012764	100228288	ENSTGUG00000012764.2	CHICK08286	XP_004938896	NA	100859489	CEP126	1:1	1361725	CEP126
TAEGU11635	XP_002198099	ENSTGUG00000024680	100229136	ENSTGUG00000024680.1	CHICK08288	NP_001184165	NA	772036	ANGPTL5	1:1	1078427	ANGPTL5
TAEGU11633	XP_002198125	ENSTGUG00000012766	100217642	ENSTGUG00000012766.2	CHICK08323	XP_004938897	NA	418989	TRPC6	1:1	1074020	TRPC6
TAEGU11631	XP_030125616	ENSTGUG00000012778	100144430	ENSTGUG00000012778.2	CHICK08326	NP_990593	NA	396198	PGR	1:1	1380459	PGR
TAEGU11629	XP_030125609	ENSTGUG00000012788	100225304	ENSTGUG00000012788.2	CHICK08328	XP_040514494	NA	418990	ARHGAP42	1:1	1069232	ARHGAP42
TAEGU11627	NA	ENSTGUG00000012792	NA	ENSTGUG00000012792.2	CHICK08332	XP_015135356	NA	395317	CNTN5	1:1	NA	CNTN5
TAEGU11626	XP_030125563	ENSTGUG00000012800	100221421	ENSTGUG00000012800.2	CHICK08338	XP_025002659	NA	426136	CCDC82	1:1	1070930	CCDC82
TAEGU11625	XP_030125552	ENSTGUG00000012803	100231052	ENSTGUG00000012803.2	CHICK08340	XP_015136094	NA	428088	MAML2	1:1	1083251	MAML2
TAEGU11623	XP_030125492	ENSTGUG00000012806	100225316	ENSTGUG00000012806.2	CHICK08341	NP_001034363	NA	418992	MTMR2	1:1	1301522	MTMR2
TAEGU11622	XP_041571229	ENSTGUG00000024409	100222419	ENSTGUG00000024409.1	CHICK08348	XP_040517754	NA	418993	CEP57	1:1	1342792	CEP57
TAEGU11620	NA	ENSTGUG00000012811	NA	ENSTGUG00000012811.2	CHICK08349	XP_040517756	NA	418994	FAM76B	1:1	NA	FAM76B
TAEGU11618	NA	ENSTGUG00000024822	NA	ENSTGUG00000024822.1	CHICK08353	XP_015136040	NA	428089	SESN3	1:1	892115	SESN3
TAEGU11617	XP_030125477	ENSTGUG00000026431	105758661	ENSTGUG00000026431.1	CHICK08356	XP_040517763	NA	428090	ENDOD1	1:1	1362390	ENDOD1
TAEGU11615	NP_001232136	ENSTGUG00000029544	100190490	ENSTGUG00000029544.1	CHICK08357	NP_001264752	NA	418996	CWC15	1:1	1067416	CWC15
TAEGU11610	NA	ENSTGUG00000012818	NA	ENSTGUG00000012818.2	CHICK08360	XP_040517764	NA	428091	AMOTL1	1:1	1080093	AMOTL1
TAEGU11609	NA	ENSTGUG00000027501	NA	ENSTGUG00000027501.1	CHICK08364	NP_001026658	NA	428092	FUT4	1:1	793744	FUT4
TAEGU11605	XP_002198371	ENSTGUG00000012824	100225368	ENSTGUG00000012824.2	CHICK08370	NP_001384815	NA	395555	MRE11	1:1	765980	MRE11
TAEGU11604	XP_030125360	ENSTGUG00000026792	100222475	ENSTGUG00000026792.1	CHICK08374	NP_001243067	NA	428093	GPR83	1:1	1069716	GPR83
TAEGU11603	XP_030125347	ENSTGUG00000012828	100219609	ENSTGUG00000012828.2	CHICK08375	XP_015135999	NA	772164	PANX1	1:1	1403190	PANX1
TAEGU11600	XP_041571191	ENSTGUG00000012829	100229192	ENSTGUG00000012829.2	CHICK08380	XP_015135978	NA	418998	HEPHL1	1:1	1315557	HEPHL1
TAEGU11587	XP_030125304	ENSTGUG00000012843	100217697	ENSTGUG00000012843.2	CHICK08390	XP_015135967	NA	100859821	VSTM5	1:1	1314461	VSTM5
TAEGU11585	XP_002200147	ENSTGUG00000012845	100232036	ENSTGUG00000012845.2	CHICK08391	NP_001006280	NA	419000	MED17	1:1	1422461	MED17
TAEGU11584	NA	ENSTGUG00000012850	NA	ENSTGUG00000012850.2	CHICK08393	NP_001264206	NA	419001	C11orf54	1:1	1324744	C11orf54
TAEGU11582	XP_030125222	ENSTGUG00000012851	100224468	ENSTGUG00000012851.2	CHICK08395	XP_015135951	NA	419002	TAF1D	1:1	1366678	TAF1D
TAEGU11580	NP_001157810	ENSTGUG00000024656	100189998	ENSTGUG00000024656.1	CHICK08416	NP_001157812	NA	772206	SMCO4	1:1	1329637	SMCO4
TAEGU11578	NA	ENSTGUG00000012863	NA	ENSTGUG00000012863.2	CHICK08419	XP_040517793	NA	419007	SLC36A4	1:1	1068083	SLC36A4
TAEGU11576	NA	ENSTGUG00000028228	NA	ENSTGUG00000028228.1	CHICK08425	NP_001280032	NA	396338	MTNR1B	1:1	NA	MTNR1B
TAEGU11571	XP_030125097	ENSTGUG00000012873	100223418	ENSTGUG00000012873.2	CHICK08434	XP_015135313	NA	395167	FAT3	1:1	1071976	FAT3
TAEGU11568	XP_002186547	ENSTGUG00000029643	100231653	ENSTGUG00000029643.1	CHICK08443	NP_001026003	NA	419009	CHORDC1	1:1	1384626	CHORDC1
TAEGU11547	NA	ENSTGUG00000012884	NA	ENSTGUG00000012884.2	CHICK08450	XP_040517801	NA	419011	FOLH1	1:1	NA	FOLH1
TAEGU11543	XP_002186675	ENSTGUG00000012893	100228764	ENSTGUG00000012893.2	CHICK08451	NP_001095299	NA	419012	NOX4	1:1	848151	NOX4
TAEGU11541	XP_002186721	ENSTGUG00000012899	100225893	ENSTGUG00000012899.2	CHICK08456	NP_989491	NA	373971	TYR	1:1	986991	TYR
TAEGU11537	XP_002186761	ENSTGUG00000012900	752008	ENSTGUG00000012900.2	CHICK08460	NP_989469	NA	373933	GRM5	1:1	1070564	GRM5
TAEGU11536	NA	ENSTGUG00000012906	NA	ENSTGUG00000012906.2	CHICK08464	NP_001308483	NA	419014	CTSC	1:1	846414	CTSC
TAEGU11535	NA	ENSTGUG00000012909	NA	ENSTGUG00000012909.2	CHICK08465	XP_015135839	NA	428095	RAB38	1:1	1102842	RAB38
TAEGU11533	XP_030124869	ENSTGUG00000012910	100225045	ENSTGUG00000012910.2	CHICK08468	XP_040504089	NA	419015	TMEM135	1:1	1372707	TMEM135
TAEGU11527	XP_030124858	ENSTGUG00000018923	100231781	ENSTGUG00000018923.1	CHICK08473	NP_989430	NA	373887	FZD4	1:1	1033774	FZD4
TAEGU11523	XP_030124846	ENSTGUG00000012918	100220143	ENSTGUG00000012918.2	CHICK08475	XP_001234471	NA	419017	PRSS23	1:1	1325800	PRSS23
TAEGU11509	XP_030124825	ENSTGUG00000012920	100228758	ENSTGUG00000012920.2	CHICK08478	XP_003640618	NA	419019	ME3	1:1	1342673	ME3
TAEGU11499	NA	ENSTGUG00000022639	NA	ENSTGUG00000022639.1	CHICK08483	XP_040514681	NA	101751376	FAM181B	1:1	1398756	FAM181B
TAEGU11495	XP_002188561	ENSTGUG00000012934	100223016	ENSTGUG00000012934.2	CHICK08484	XP_040502982	NA	428096	PRCP	1:1	795618	PRCP
TAEGU11488	XP_002187756	ENSTGUG00000020570	100232639	ENSTGUG00000020570.1	CHICK08490	XP_015135715	NA	419020	RAB30	1:1	1068805	RAB30
TAEGU11477	XP_030124674	ENSTGUG00000012944	100232633	ENSTGUG00000012944.2	CHICK08495	XP_004938948	NA	419021	PCF11	1:1	1071986	PCF11
TAEGU11472	XP_030124695	ENSTGUG00000012948	100229712	ENSTGUG00000012948.2	CHICK08499	XP_040503036	NA	772327	ANKRD42	1:1	1071823	ANKRD42
TAEGU11462	XP_002188719	ENSTGUG00000012950	100224017	ENSTGUG00000012950.2	CHICK08509	XP_015135707	NA	419023	CCDC90B	1:1	1016374	CCDC90B
TAEGU11443	XP_012425354	ENSTGUG00000012956	100229716	ENSTGUG00000012956.2	CHICK08522	XP_025002671	NA	419024	DLG2	1:1	1221227	DLG2
TAEGU11412	NA	ENSTGUG00000012963	NA	ENSTGUG00000012963.2	CHICK08560	XP_025002687	NA	426394	SYTL2	1:1	1304140	SYTL2
TAEGU11380	XP_012425365	ENSTGUG00000012969	100226915	ENSTGUG00000012969.2	CHICK08575	XP_040503230	NA	425991	PICALM	1:1	1075821	PICALM
TAEGU11358	XP_002189537	ENSTGUG00000012982	100224023	ENSTGUG00000012982.2	CHICK08576	NP_001026547	NA	426381	EED	1:1	1362542	EED
TAEGU11352	NA	ENSTGUG00000012986	NA	ENSTGUG00000012986.2	CHICK08581	XP_040557152	NA	427034	HIKESHI	1:1	1421407	HIKESHI
TAEGU11333	XP_030142035	ENSTGUG00000012991	100218242	ENSTGUG00000012991.2	CHICK08586	XP_040502726	NA	395406	TENM4	1:1	343013	TENM4
TAEGU11309	XP_002190256	ENSTGUG00000013001	100230691	ENSTGUG00000013001.2	CHICK08607	XP_040513488	NA	419026	NARS2	1:1	1355880	NARS2
TAEGU11288	XP_002189399	ENSTGUG00000013005	100231776	ENSTGUG00000013005.2	CHICK08609	XP_004938986	NA	419027	GAB2	1:1	1392822	GAB2
TAEGU11286	XP_002189432	ENSTGUG00000013010	100228866	ENSTGUG00000013010.2	CHICK08615	XP_015136357	NA	419030	USP35	1:1	1069701	USP35
TAEGU11279	XP_012425342	ENSTGUG00000028148	100227876	ENSTGUG00000028148.1	CHICK08621	XP_004938990	NA	428098	KCTD21	1:1	362266	KCTD21
TAEGU11270	XP_002189573	ENSTGUG00000013014	100232627	ENSTGUG00000013014.2	CHICK08622	XP_040513515	NA	428097	ALG8	1:1	849656	ALG8
TAEGU11265	NP_001185926	ENSTGUG00000022186	100190064	ENSTGUG00000022186.1	CHICK08624	NP_001383923	NA	404751	NDUFC2	1:1	1375627	NDUFC2
TAEGU11241	XP_030124454	ENSTGUG00000013019	100224012	ENSTGUG00000013019.2	CHICK08629	NP_001264766	NA	419029	KCTD14	1:1	1081908	KCTD14
TAEGU11230	NA	ENSTGUG00000013020	NA	ENSTGUG00000013020.2	CHICK08630	XP_015136360	NA	419028	INTS4	1:1	834562	INTS4
TAEGU11214	XP_030124427	ENSTGUG00000013026	100219231	ENSTGUG00000013026.2	CHICK08641	NP_001265029	NA	425610	AAMDC	1:1	845490	AAMDC
TAEGU11209	XP_030124388	ENSTGUG00000013027	100221084	ENSTGUG00000013027.2	CHICK08644	XP_040513509	NA	426483	RSF1	1:1	1069690	RSF1
TAEGU11201	XP_004176016	ENSTGUG00000013030	100231716	ENSTGUG00000013030.2	CHICK08646	XP_046765352	NA	425500	CLNS1A	1:1	1343143	CLNS1A
TAEGU11198	NA	ENSTGUG00000013033	NA	ENSTGUG00000013033.2	CHICK08647	XP_015136362	NA	426725	AQP11	1:1	775805	AQP11
TAEGU11190	NP_001155842	ENSTGUG00000013034	100190755	ENSTGUG00000013034.2	CHICK08649	NP_001155844	NA	419083	PAK1	1:1	1069349	PAK1
TAEGU11167	XP_030124314	ENSTGUG00000013039	100224974	ENSTGUG00000013039.2	CHICK08672	XP_040513529	NA	419084	GDPD4	1:1	1400156	GDPD4
TAEGU11090	NA	ENSTGUG00000013043	NA	ENSTGUG00000013043.2	CHICK08683	XP_040513520	NA	419085	MYO7A	1:1	869542	MYO7A
TAEGU11046	XP_041570984	ENSTGUG00000013052	100219222	ENSTGUG00000013052.2	CHICK08685	XP_040513534	NA	419086	CAPN5	1:1	1079311	CAPN5
TAEGU11052	XP_030124269	ENSTGUG00000023275	105758681	ENSTGUG00000023275.1	CHICK08686	XP_004938999	NA	101749160	OMP	1:1	1316388	OMP
TAEGU11016	XP_030124238	ENSTGUG00000024960	100225944	ENSTGUG00000024960.1	CHICK08687	XP_040513536	NA	419087	ACER3	1:1	1053217	ACER3
TAEGU11001	XP_030124196	ENSTGUG00000029224	100225956	ENSTGUG00000029224.1	CHICK08688	NP_001383249	NA	419088	TSKU	1:1	1070347	TSKU
TAEGU09800	XP_030113679	ENSTGUG00000013566	100220910	ENSTGUG00000013566.2	CHICK08708	XP_040503493	NA	419090	EMSY	1:1	1069507	EMSY
TAEGU09803	NA	ENSTGUG00000013565	NA	ENSTGUG00000013565.2	CHICK08715	XP_040513969	NA	428122	THAP12	1:1	992036	THAP12
TAEGU09805	XP_030115171	ENSTGUG00000013564	100229189	ENSTGUG00000013564.2	CHICK08717	NP_990115	NA	395562	WNT11	1:1	1360481	WNT11
TAEGU09808	XP_002187819	ENSTGUG00000013563	100226867	ENSTGUG00000013563.2	CHICK08723	XP_015136343	NA	419091	UVRAG	1:1	1060181	UVRAG
TAEGU09766	XP_030122802	ENSTGUG00000013584	100190648	ENSTGUG00000013584.2	CHICK08746	XP_040513980	NA	419092	RNF175	1:1	934156	RNF121
TAEGU09773	XP_030147478	ENSTGUG00000013581	115498477	ENSTGUG00000013581.2	CHICK08764	XP_015136391	NA	100857186	LAMTOR1	1:1	1375979	LAMTOR1
TAEGU09775	NA	ENSTGUG00000019290	NA	ENSTGUG00000019290.1	CHICK08765	XP_015136392	NA	100857436	LRTOMT	1:1	1025214	TOMT
TAEGU09776	XP_030111628	ENSTGUG00000018949	100232520	ENSTGUG00000018949.1	CHICK08767	XP_003643482	NA	100857405	ANAPC15	1:1	1386738	ANAPC15
TAEGU09796	XP_030113047	ENSTGUG00000013570	100227693	ENSTGUG00000013570.2	CHICK08782	XP_040515099	NA	107051449	LOC107051449	1:1	NA	ARRB1
TAEGU09797	XP_002187555	ENSTGUG00000013569	100230502	ENSTGUG00000013569.2	CHICK08788	XP_040514754	NA	425698	WDR73	1:1	1358413	WDR73
TAEGU10020	XP_030120295	ENSTGUG00000013458	100225208	ENSTGUG00000013458.2	CHICK08794	XP_040515063	NA	419051	SLCO2B1	1:1	1075423	SLCO2B1
TAEGU10022	NA	ENSTGUG00000013456	NA	ENSTGUG00000013456.2	CHICK08798	XP_001233129	NA	419052	PGM2L1	1:1	1361070	PGM2L1
TAEGU10025	XP_012425458	ENSTGUG00000013455	100222374	ENSTGUG00000013455.2	CHICK08800	XP_025008282	NA	428105	KCNE3	1:1	447679	KCNE3
TAEGU10027	XP_002187818	ENSTGUG00000013454	100225274	ENSTGUG00000013454.2	CHICK08804	XP_015136505	NA	107052471	LIPT2	1:1	1401028	LIPT2
TAEGU10030	XP_002187614	ENSTGUG00000013452	100224233	ENSTGUG00000013452.2	CHICK08809	XP_015136501	NA	419054	CHRDL2	1:1	1074802	CHRDL2
TAEGU10034	NA	ENSTGUG00000013451	NA	ENSTGUG00000013451.2	CHICK08811	XP_015136500	NA	419055	RNF169	1:1	1395234	RNF169
TAEGU10037	NA	ENSTGUG00000013449	NA	ENSTGUG00000013449.2	CHICK08824	XP_040513859	NA	419057	P4HA3	1:1	1324086	P4HA3
TAEGU10039	XP_002187228	ENSTGUG00000013448	100228154	ENSTGUG00000013448.2	CHICK08826	NP_001026005	NA	419058	PPME1	1:1	1061161	PPME1
TAEGU10043	XP_012425456	ENSTGUG00000019971	100226236	ENSTGUG00000019971.1	CHICK08829	XP_040515479	NA	419059	C2CD3	1:1	1340299	C2CD3
TAEGU10044	NA	ENSTGUG00000023183	NA	ENSTGUG00000023183.1	CHICK08837	NP_001384581	NA	373896	UCP3	1:1	934272	UCP3
TAEGU10004	XP_030122093	ENSTGUG00000013466	100190616	ENSTGUG00000013466.2	CHICK08839	XP_040517818	NA	419060	DNAJB13	1:1	1068041	DNAJB13
TAEGU10003	NA	ENSTGUG00000013467	NA	ENSTGUG00000013467.2	CHICK08844	NP_001026006	NA	419061	PAAF1	1:1	1070737	PAAF1
TAEGU10000	XP_002189140	ENSTGUG00000013469	100217522	ENSTGUG00000013469.2	CHICK08848	XP_025006482	NA	419062	MRPL48	1:1	453651	MRPL48
TAEGU09997	NP_001389505	ENSTGUG00000013470	100190586	ENSTGUG00000013470.2	CHICK08851	XP_040556452	NA	419063	RAB6A	1:1	1067699	RAB6A
TAEGU09990	XP_030120061	ENSTGUG00000013475	100223304	ENSTGUG00000013475.2	CHICK08902	XP_040515650	NA	419067	RELT	1:1	NA	RELT
TAEGU09986	XP_012425491	ENSTGUG00000013477	100227174	ENSTGUG00000013477.2	CHICK08906	NP_990526	NA	396114	P2RY6	1:1	354504	P2RY6
TAEGU09985	XP_030119980	ENSTGUG00000013478	100225269	ENSTGUG00000013478.2	CHICK08908	XP_025002718	NA	428108	P2RY2	1:1	NA	P2RY2
TAEGU09977	NA	ENSTGUG00000013479	NA	ENSTGUG00000013479.2	CHICK08916	NP_001026007	NA	419069	RPS3	1:1	1067331	RPS3
TAEGU09983	NA	ENSTGUG00000013481	NA	ENSTGUG00000013481.2	CHICK08917	NP_001383901	NA	396228	SERPINH1	1:1	NA	SERPINH1
TAEGU09972	XP_002190451	ENSTGUG00000013482	100218527	ENSTGUG00000013482.2	CHICK08920	XP_015136462	NA	419070	GDPD5	1:1	1400157	GDPD5
TAEGU09813	NA	ENSTGUG00000029483	NA	ENSTGUG00000029483.1	CHICK08929	NP_990250	NA	395753	MAP6	1:1	1321931	MAP6
TAEGU09811	XP_002187643	ENSTGUG00000013561	100229675	ENSTGUG00000013561.2	CHICK08931	XP_004939048	NA	426437	MOGAT2	1:1	1364826	MOGAT2
TAEGU09810	NA	ENSTGUG00000013562	NA	ENSTGUG00000013562.2	CHICK08934	XP_040515888	NA	421309	DGAT2	1:1	1364827	DGAT2
TAEGU11756	XP_030140591	ENSTGUG00000023632	115497220	ENSTGUG00000023632.1	CHICK08945	NP_001094506	NA	430628	CHRNA10	1:1	886170	CHRNA10
TAEGU11752	XP_030140535	ENSTGUG00000000556	100226510	ENSTGUG00000000556.2	CHICK08949	XP_040515981	NA	430616	NUP98	1:1	1067635	NUP98
TAEGU11745	XP_030140572	ENSTGUG00000023766	105760621	ENSTGUG00000023766.1	CHICK08955	XP_040516033	NA	100859632	PGAP2	1:1	834618	STIM1
TAEGU11758	XP_041575096	ENSTGUG00000027638	115497224	ENSTGUG00000027638.1	CHICK08992	XP_015136432	NA	419080	LOC419080	1:1	1350589	OR51E2
TAEGU11763	NP_001232396	ENSTGUG00000027908	100190585	ENSTGUG00000027908.1	CHICK09000	NP_990820	NA	396485	HBBA	1:1	1007567	HBE1
TAEGU11786	NP_001232080; XP_002190798	ENSTGUG00000000582	100189964	ENSTGUG00000000582.2	CHICK09012	NP_001026004	NA	419049	RPS11	1:1	1421179	RPS11
TAEGU11795	XP_041575139	ENSTGUG00000022508	115497355	ENSTGUG00000022508.1	CHICK09017	XP_015136423	NA	430630	CNGA4	1:1	1115254	CNGA4
TAEGU11803	XP_030140860	ENSTGUG00000021401	100221728	ENSTGUG00000021401.1	CHICK09019	XP_015136421	NA	419077	SMPD1	1:1	933701	SMPD1
TAEGU11805	XP_030140789	ENSTGUG00000000602	100222700	ENSTGUG00000000602.2	CHICK09026	XP_004939021	NA	425131	TRIM3	1:1	1075922	TRIM3
TAEGU11806	XP_030140974	ENSTGUG00000014784	100230812	ENSTGUG00000014784.2	CHICK09032	XP_015136415	NA	419075	ARFIP2	1:1	797729	ARFIP2
TAEGU11812	NA	ENSTGUG00000000591	NA	ENSTGUG00000000591.2	CHICK09041	XP_040513725	NA	425225	RRP8	1:1	1397978	RRP8
TAEGU11813	NA	ENSTGUG00000000595	NA	ENSTGUG00000000595.2	CHICK09042	XP_046762285	NA	374018	ILK	1:1	NA	ILK
TAEGU11817	NP_001232367	ENSTGUG00000026223	100190319	ENSTGUG00000026223.1	CHICK09045	XP_015136412	NA	107052460	TAF10	1:1	NA	TAF10
TAEGU11818	XP_030140868	ENSTGUG00000000610	100232321	ENSTGUG00000000610.2	CHICK09046	XP_015136410	NA	425576	TPP1	1:1	1068496	TPP1
TAEGU11820	XP_012424861	ENSTGUG00000000626	100223696	ENSTGUG00000000626.2	CHICK09050	XP_046763041	NA	419072	LCMT2	1:1	947464	LCMT2
TAEGU00834	NA	ENSTGUG00000016061	NA	ENSTGUG00000016061.2	CHICK09069	NP_989904	NA	395260	FLNC	1:1	NA	FLNC
TAEGU17479	XP_002190588	ENSTGUG00000000042	100229326	ENSTGUG00000000042.2	CHICK09087	XP_040518724	NA	426039	CHPF2	1:1	1368855	CHPF2
TAEGU17495	NA	ENSTGUG00000000046	NA	ENSTGUG00000000046.2	CHICK09088	NP_001006562	NA	426038	ABCF2	1:1	1067464	ABCF2
TAEGU17502	XP_030119937	ENSTGUG00000000054	100223642	ENSTGUG00000000054.2	CHICK09091	XP_001231362	NA	768438	ASB10	1:1	1341159	ASB10
